Task_ID,Task_Type,Priority,Completion_Status,Dependency,Task_Importance,Estimated_Time,Interruptions,Workload,Task_Creation_Time,Deadline,Hours_To_Deadline,Urgency_Score
TASK_0595,Brainstorming,Medium,Completed,None,4,2.1,0.6,2.5,2025-06-01 13:00:00,2025-06-05 21:00:00,104.0,2.4
TASK_0596,Case Study,High,Pending,None,2,2.9,2.0,3.4,2025-06-05 03:00:00,2025-06-09 15:00:00,108.0,2.2
TASK_0597,Design,Low,Completed,None,4,6.2,1.8,5.6,2025-06-03 20:00:00,2025-06-07 05:00:00,81.0,3.4
TASK_0598,Meeting,Medium,Pending,Internal,9,3.5,3.9,2.3,2025-06-04 14:00:00,2025-06-07 21:00:00,79.0,4.7
TASK_0599,Assignment,Medium,Pending,Internal,2,5.1,4.0,6.5,2025-06-05 12:00:00,2025-06-07 03:00:00,39.0,3.4
TASK_0600,Analysis,Medium,Pending,External,3,3.8,0.8,6.1,2025-06-05 23:00:00,2025-06-10 22:00:00,119.0,2.7
TASK_0601,Lecture Notes Review,Low,Pending,Internal,4,6.1,1.8,7.4,2025-06-04 06:00:00,2025-06-06 22:00:00,64.0,3.7
TASK_0602,Report Writing,Low,In Progress,External,5,2.2,1.9,9.4,2025-06-01 05:00:00,2025-06-05 16:00:00,107.0,3.6
TASK_0603,Exam Preparation,High,In Progress,None,1,0.9,0.8,9.2,2025-06-02 08:00:00,2025-06-05 20:00:00,84.0,2.1
TASK_0604,Documentation,Medium,Pending,None,7,2.7,4.0,9.5,2025-06-03 06:00:00,2025-06-05 01:00:00,43.0,4.9
TASK_0605,Lecture Notes Review,Medium,In Progress,None,10,4.1,3.5,3.2,2025-06-01 18:00:00,2025-06-05 18:00:00,96.0,5.0
TASK_0606,Research,Medium,Pending,External,7,1.8,1.0,2.2,2025-06-04 04:00:00,2025-06-05 10:00:00,30.0,3.7
TASK_0607,Deployment,Medium,Completed,None,9,3.2,1.8,3.7,2025-06-02 04:00:00,2025-06-02 08:00:00,4.0,7.9
TASK_0608,Exam Preparation,Low,Completed,External,4,3.5,0.5,9.1,2025-06-03 12:00:00,2025-06-08 11:00:00,119.0,3.2
TASK_0609,Assignment,Medium,Pending,None,6,0.9,3.1,9.7,2025-06-03 21:00:00,2025-06-05 10:00:00,37.0,4.3
TASK_0610,Research,Medium,In Progress,External,2,4.9,0.6,8.7,2025-06-04 06:00:00,2025-06-07 05:00:00,71.0,2.8
TASK_0611,Review,High,Pending,Internal,4,7.1,4.9,2.0,2025-06-04 07:00:00,2025-06-08 02:00:00,91.0,3.7
TASK_0612,Research,Low,Pending,External,2,1.6,3.9,9.5,2025-06-01 23:00:00,2025-06-02 23:00:00,24.0,3.6
TASK_0613,Bug Fixing,Medium,Pending,Internal,10,5.0,2.0,4.8,2025-06-01 22:00:00,2025-06-03 10:00:00,36.0,5.3
TASK_0614,Development,Medium,Completed,Internal,5,5.5,2.9,1.1,2025-06-05 15:00:00,2025-06-06 01:00:00,10.0,4.9
TASK_0615,Customer Support,Medium,In Progress,Internal,7,3.6,4.6,5.0,2025-06-01 09:00:00,2025-06-04 05:00:00,68.0,4.5
TASK_0616,Review,Medium,Pending,Internal,1,5.8,2.8,1.4,2025-06-03 05:00:00,2025-06-07 17:00:00,108.0,2.2
TASK_0617,Brainstorming,Medium,Completed,Internal,10,3.6,0.9,5.9,2025-06-05 08:00:00,2025-06-05 14:00:00,6.0,7.3
TASK_0618,Customer Support,High,In Progress,External,10,4.3,1.9,4.0,2025-06-02 16:00:00,2025-06-07 07:00:00,111.0,4.8
TASK_0619,Meeting,High,Completed,None,7,0.6,4.2,5.3,2025-06-03 00:00:00,2025-06-05 06:00:00,54.0,4.2
TASK_0620,Assignment,Medium,In Progress,None,10,5.7,3.2,6.5,2025-06-01 16:00:00,2025-06-05 02:00:00,82.0,5.5
TASK_0621,Presentation,High,In Progress,None,6,5.5,3.3,8.8,2025-06-05 16:00:00,2025-06-09 18:00:00,98.0,4.5
TASK_0622,Group Project,Medium,Pending,None,6,0.8,4.3,7.0,2025-06-03 07:00:00,2025-06-05 16:00:00,57.0,4.1
TASK_0623,Lecture Notes Review,Medium,Pending,None,8,3.3,4.5,4.9,2025-06-05 11:00:00,2025-06-08 22:00:00,83.0,4.7
TASK_0624,Group Project,Low,Completed,Internal,8,7.8,4.6,8.4,2025-06-02 20:00:00,2025-06-06 01:00:00,77.0,5.6
TASK_0625,Case Study,High,Pending,Internal,6,3.7,0.5,9.2,2025-06-02 05:00:00,2025-06-06 05:00:00,96.0,3.8
TASK_0626,Analysis,Low,Completed,Internal,3,4.3,2.7,2.1,2025-06-02 19:00:00,2025-06-05 09:00:00,62.0,2.8
TASK_0627,Deployment,Low,In Progress,None,5,7.3,3.7,5.8,2025-06-05 13:00:00,2025-06-05 22:00:00,9.0,5.9
TASK_0628,Bug Fixing,Low,Pending,None,2,5.9,3.8,3.6,2025-06-04 01:00:00,2025-06-05 09:00:00,32.0,3.3
TASK_0629,Training,Medium,Pending,None,5,4.9,3.0,1.4,2025-06-03 06:00:00,2025-06-04 02:00:00,20.0,4.0
TASK_0630,Development,Low,Pending,None,9,6.5,0.8,7.0,2025-06-01 18:00:00,2025-06-04 09:00:00,63.0,5.0
TASK_0631,Design,Low,Completed,None,10,7.0,4.0,8.8,2025-06-02 04:00:00,2025-06-03 05:00:00,25.0,6.5
TASK_0632,Planning,Low,In Progress,None,1,3.9,3.6,2.5,2025-06-01 01:00:00,2025-06-02 04:00:00,27.0,2.7
TASK_0633,Documentation,Low,Pending,Internal,10,4.1,0.4,8.3,2025-06-02 11:00:00,2025-06-05 23:00:00,84.0,5.0
TASK_0634,Bug Fixing,Medium,Pending,External,5,3.4,2.3,8.7,2025-06-01 18:00:00,2025-06-05 10:00:00,88.0,3.8
TASK_0635,Group Project,Medium,Pending,None,6,7.8,0.9,9.2,2025-06-01 06:00:00,2025-06-03 12:00:00,54.0,4.5
TASK_0636,Development,Medium,In Progress,None,7,5.7,1.7,3.4,2025-06-02 01:00:00,2025-06-04 06:00:00,53.0,4.2
TASK_0637,Meeting,Medium,Pending,None,9,1.1,0.1,9.1,2025-06-04 06:00:00,2025-06-04 20:00:00,14.0,5.4
TASK_0638,Meeting,Medium,Completed,None,6,7.0,2.0,3.9,2025-06-05 14:00:00,2025-06-08 01:00:00,59.0,4.1
TASK_0639,Bug Fixing,Low,Pending,Internal,5,4.1,2.7,6.0,2025-06-05 23:00:00,2025-06-09 01:00:00,74.0,3.7
TASK_0640,Design,Medium,Pending,None,7,1.0,3.1,1.5,2025-06-02 13:00:00,2025-06-04 10:00:00,45.0,3.7
TASK_0641,Brainstorming,High,In Progress,None,1,4.6,3.3,1.4,2025-06-01 02:00:00,2025-06-02 20:00:00,42.0,2.4
TASK_0642,Report Writing,Medium,In Progress,None,5,3.6,4.2,7.5,2025-06-05 05:00:00,2025-06-08 05:00:00,72.0,4.1
TASK_0643,Assignment,Low,Completed,None,2,7.1,1.1,5.0,2025-06-04 07:00:00,2025-06-08 22:00:00,111.0,2.7
TASK_0644,Brainstorming,Medium,In Progress,External,4,2.0,0.6,3.3,2025-06-03 17:00:00,2025-06-05 20:00:00,51.0,2.6
TASK_0645,Group Project,Medium,Pending,External,7,6.7,4.3,2.7,2025-06-04 22:00:00,2025-06-07 10:00:00,60.0,4.6
TASK_0646,Meeting,Medium,In Progress,External,5,4.7,0.8,7.0,2025-06-04 19:00:00,2025-06-05 19:00:00,24.0,4.0
TASK_0647,Planning,Low,Pending,None,6,0.9,4.9,1.0,2025-06-03 22:00:00,2025-06-07 11:00:00,85.0,3.5
TASK_0648,Customer Support,Low,Pending,None,2,7.8,4.2,8.3,2025-06-04 21:00:00,2025-06-09 03:00:00,102.0,3.7
TASK_0649,Analysis,Low,Completed,None,3,4.3,2.5,1.7,2025-06-02 18:00:00,2025-06-03 17:00:00,23.0,3.2
TASK_0650,Meeting,High,Completed,Internal,7,2.7,4.9,2.7,2025-06-03 13:00:00,2025-06-04 07:00:00,18.0,4.9
TASK_0651,Assignment,High,Completed,None,2,4.0,0.5,4.5,2025-06-03 22:00:00,2025-06-06 22:00:00,72.0,2.3
TASK_0652,Lecture Notes Review,Low,In Progress,None,6,6.9,1.5,5.4,2025-06-05 03:00:00,2025-06-08 11:00:00,80.0,4.1
TASK_0653,Deployment,Low,In Progress,External,5,2.8,3.2,4.2,2025-06-04 20:00:00,2025-06-07 02:00:00,54.0,3.6
TASK_0654,Brainstorming,High,Pending,External,10,1.9,1.8,3.9,2025-06-01 23:00:00,2025-06-05 06:00:00,79.0,4.6
TASK_0655,Development,Low,Pending,None,1,1.5,4.6,9.7,2025-06-05 19:00:00,2025-06-08 12:00:00,65.0,2.9
TASK_0656,Development,Low,Completed,None,10,2.7,0.3,6.8,2025-06-02 14:00:00,2025-06-06 06:00:00,88.0,4.7
TASK_0657,Deployment,High,Pending,None,4,6.4,2.7,1.2,2025-06-03 19:00:00,2025-06-05 11:00:00,40.0,3.4
TASK_0658,Analysis,Low,Completed,Internal,2,4.0,3.0,4.9,2025-06-04 20:00:00,2025-06-05 05:00:00,9.0,4.4
TASK_0659,Assignment,Medium,Completed,None,4,2.2,3.3,8.9,2025-06-02 19:00:00,2025-06-05 21:00:00,74.0,3.6
TASK_0660,Development,High,Pending,Internal,1,1.7,1.3,3.7,2025-06-01 04:00:00,2025-06-02 09:00:00,29.0,2.1
TASK_0661,Assignment,Medium,In Progress,None,2,3.0,1.8,1.9,2025-06-03 06:00:00,2025-06-07 19:00:00,109.0,2.0
TASK_0662,Development,Low,In Progress,Internal,8,7.5,4.2,7.8,2025-06-04 20:00:00,2025-06-09 15:00:00,115.0,5.4
TASK_0663,Documentation,Low,Pending,Internal,6,3.1,1.0,6.5,2025-06-02 05:00:00,2025-06-02 16:00:00,11.0,5.0
TASK_0664,Documentation,High,Completed,None,2,7.9,4.1,6.1,2025-06-02 04:00:00,2025-06-05 08:00:00,76.0,3.5
TASK_0665,Training,High,In Progress,Internal,6,4.1,2.8,1.5,2025-06-02 01:00:00,2025-06-05 23:00:00,94.0,3.5
TASK_0666,Brainstorming,High,Pending,None,10,1.8,3.8,2.3,2025-06-04 10:00:00,2025-06-04 17:00:00,7.0,6.9
TASK_0667,Assignment,Low,In Progress,Internal,9,7.2,3.6,6.6,2025-06-02 01:00:00,2025-06-03 01:00:00,24.0,6.0
TASK_0668,Case Study,High,Completed,External,7,4.0,1.0,2.9,2025-06-02 12:00:00,2025-06-03 22:00:00,34.0,4.0
TASK_0669,Customer Support,High,Pending,None,9,5.8,2.8,5.5,2025-06-04 18:00:00,2025-06-05 18:00:00,24.0,5.6
TASK_0670,Case Study,Medium,Completed,External,5,7.9,4.3,5.9,2025-06-04 21:00:00,2025-06-09 08:00:00,107.0,4.4
TASK_0671,Meeting,High,Pending,Internal,7,0.9,2.2,3.6,2025-06-05 18:00:00,2025-06-06 22:00:00,28.0,4.0
TASK_0672,Training,High,Completed,None,7,1.2,4.8,9.5,2025-06-03 04:00:00,2025-06-07 14:00:00,106.0,4.6
TASK_0673,Group Project,Medium,Completed,None,3,5.9,2.3,8.6,2025-06-02 05:00:00,2025-06-02 23:00:00,18.0,4.3
TASK_0674,Group Project,Medium,Pending,External,7,2.6,0.7,7.5,2025-06-01 02:00:00,2025-06-02 16:00:00,38.0,4.2
TASK_0675,Review,Medium,Pending,Internal,1,1.9,1.9,1.7,2025-06-02 18:00:00,2025-06-04 22:00:00,52.0,1.8
TASK_0676,Meeting,Low,Completed,None,9,0.8,4.8,2.0,2025-06-01 06:00:00,2025-06-03 04:00:00,46.0,4.6
TASK_0677,Brainstorming,Medium,In Progress,None,10,0.7,1.6,5.4,2025-06-03 00:00:00,2025-06-04 20:00:00,44.0,4.7
TASK_0678,Research,Medium,Completed,None,6,6.3,4.3,2.4,2025-06-04 00:00:00,2025-06-05 16:00:00,40.0,4.4
TASK_0679,Planning,High,Pending,None,5,1.5,4.4,9.8,2025-06-05 20:00:00,2025-06-08 08:00:00,60.0,4.1
TASK_0680,Research,High,Completed,None,7,4.0,1.8,2.4,2025-06-02 16:00:00,2025-06-04 13:00:00,45.0,3.9
TASK_0681,Testing,High,Completed,Internal,5,5.0,0.4,5.4,2025-06-05 09:00:00,2025-06-07 11:00:00,50.0,3.5
TASK_0682,Planning,Low,Completed,None,10,3.7,3.6,4.3,2025-06-04 04:00:00,2025-06-08 03:00:00,95.0,5.1
TASK_0683,Analysis,Low,Pending,External,5,0.7,1.6,6.8,2025-06-04 06:00:00,2025-06-06 22:00:00,64.0,3.2
TASK_0684,Bug Fixing,Low,In Progress,None,10,6.4,3.9,2.2,2025-06-03 05:00:00,2025-06-03 22:00:00,17.0,6.1
TASK_0685,Exam Preparation,Medium,In Progress,None,7,0.6,2.2,4.9,2025-06-03 20:00:00,2025-06-06 19:00:00,71.0,3.7
TASK_0686,Meeting,High,Pending,None,10,6.2,2.4,3.5,2025-06-04 20:00:00,2025-06-07 04:00:00,56.0,5.2
TASK_0687,Exam Preparation,High,In Progress,None,7,7.2,3.9,9.0,2025-06-05 02:00:00,2025-06-08 17:00:00,87.0,5.2
TASK_0688,Development,Medium,Pending,External,3,3.7,1.9,1.4,2025-06-04 18:00:00,2025-06-06 07:00:00,37.0,2.7
TASK_0689,Brainstorming,High,Completed,Internal,3,4.5,2.2,9.2,2025-06-02 02:00:00,2025-06-05 09:00:00,79.0,3.4
TASK_0690,Lecture Notes Review,High,In Progress,External,10,4.1,1.9,8.5,2025-06-01 07:00:00,2025-06-05 11:00:00,100.0,5.3
TASK_0691,Design,Medium,Pending,Internal,3,3.4,1.8,3.7,2025-06-02 07:00:00,2025-06-03 10:00:00,27.0,3.1
TASK_0692,Design,High,In Progress,Internal,6,7.2,2.6,8.1,2025-06-04 11:00:00,2025-06-05 10:00:00,23.0,5.1
TASK_0693,Development,Medium,In Progress,None,6,7.2,4.0,1.3,2025-06-03 15:00:00,2025-06-06 15:00:00,72.0,4.2
TASK_0694,Assignment,Low,Pending,Internal,3,3.0,1.8,9.7,2025-06-01 09:00:00,2025-06-05 18:00:00,105.0,3.1
TASK_0695,Case Study,Medium,Completed,External,3,5.1,2.6,5.7,2025-06-01 12:00:00,2025-06-02 21:00:00,33.0,3.5
TASK_0696,Planning,Medium,Completed,None,8,7.5,3.4,3.7,2025-06-03 14:00:00,2025-06-07 09:00:00,91.0,4.9
TASK_0697,Report Writing,Medium,In Progress,External,8,7.7,1.3,4.3,2025-06-04 20:00:00,2025-06-09 10:00:00,110.0,4.5
TASK_0698,Training,Medium,Pending,None,7,4.3,1.4,1.6,2025-06-02 10:00:00,2025-06-06 21:00:00,107.0,3.6
TASK_0699,Testing,Medium,Completed,None,10,3.9,4.7,9.9,2025-06-03 12:00:00,2025-06-03 22:00:00,10.0,7.4
TASK_0700,Deployment,Medium,In Progress,External,4,2.6,3.6,1.4,2025-06-03 05:00:00,2025-06-04 20:00:00,39.0,3.2
TASK_0701,Planning,Medium,Pending,None,4,7.7,2.9,6.9,2025-06-01 07:00:00,2025-06-03 00:00:00,41.0,4.2
TASK_0702,Deployment,Medium,In Progress,None,3,1.6,3.2,5.0,2025-06-02 04:00:00,2025-06-05 15:00:00,83.0,2.8
TASK_0703,Bug Fixing,Medium,In Progress,Internal,5,4.8,0.1,9.5,2025-06-04 22:00:00,2025-06-07 05:00:00,55.0,3.8
TASK_0704,Planning,Medium,In Progress,External,3,2.6,3.1,3.2,2025-06-02 16:00:00,2025-06-03 10:00:00,18.0,3.5
TASK_0705,Bug Fixing,Low,In Progress,None,8,2.6,2.5,5.8,2025-06-02 05:00:00,2025-06-04 06:00:00,49.0,4.5
TASK_0706,Design,Medium,In Progress,External,7,3.5,2.7,5.3,2025-06-04 13:00:00,2025-06-05 15:00:00,26.0,4.6
TASK_0707,Training,Low,Completed,None,3,8.0,1.8,7.3,2025-06-01 20:00:00,2025-06-02 11:00:00,15.0,4.5
TASK_0708,Planning,Medium,Pending,None,9,0.9,0.4,1.6,2025-06-04 03:00:00,2025-06-08 03:00:00,96.0,3.6
TASK_0709,Presentation,High,Completed,Internal,5,4.8,1.0,2.7,2025-06-01 10:00:00,2025-06-03 09:00:00,47.0,3.3
TASK_0710,Deployment,Medium,Completed,External,9,1.1,4.8,2.9,2025-06-01 01:00:00,2025-06-05 20:00:00,115.0,4.5
TASK_0711,Meeting,Medium,In Progress,None,7,1.7,2.0,7.6,2025-06-03 01:00:00,2025-06-03 19:00:00,18.0,4.8
TASK_0712,Design,High,In Progress,Internal,7,3.8,2.3,2.7,2025-06-02 16:00:00,2025-06-06 16:00:00,96.0,3.8
TASK_0713,Documentation,High,In Progress,Internal,6,4.3,0.3,6.2,2025-06-03 17:00:00,2025-06-08 09:00:00,112.0,3.5
TASK_0714,Training,High,In Progress,None,2,2.4,0.2,2.9,2025-06-05 01:00:00,2025-06-09 15:00:00,110.0,1.8
TASK_0715,Brainstorming,High,Completed,None,9,2.9,3.6,8.8,2025-06-01 02:00:00,2025-06-03 06:00:00,52.0,5.3
TASK_0716,Development,Low,In Progress,None,6,1.2,2.7,9.5,2025-06-04 07:00:00,2025-06-05 07:00:00,24.0,4.5
TASK_0717,Review,Low,Completed,External,8,2.8,2.5,5.7,2025-06-03 02:00:00,2025-06-03 20:00:00,18.0,5.1
TASK_0718,Documentation,Medium,Pending,External,1,7.7,1.2,4.2,2025-06-03 19:00:00,2025-06-04 12:00:00,17.0,3.3
TASK_0719,Brainstorming,Low,Pending,External,5,7.6,3.7,3.1,2025-06-04 14:00:00,2025-06-06 11:00:00,45.0,4.2
TASK_0720,Documentation,Medium,In Progress,Internal,1,3.0,0.8,1.4,2025-06-05 17:00:00,2025-06-10 08:00:00,111.0,1.5
TASK_0721,Brainstorming,Medium,Pending,External,10,4.8,0.9,3.4,2025-06-04 11:00:00,2025-06-07 22:00:00,83.0,4.7
TASK_0722,Presentation,Medium,Pending,None,8,7.3,2.3,6.9,2025-06-02 00:00:00,2025-06-02 18:00:00,18.0,5.8
TASK_0723,Development,High,Pending,None,8,0.5,1.4,5.8,2025-06-02 05:00:00,2025-06-06 18:00:00,109.0,3.8
TASK_0724,Planning,High,Pending,None,1,6.6,1.2,9.5,2025-06-04 09:00:00,2025-06-07 03:00:00,66.0,2.9
TASK_0725,Deployment,Medium,Pending,None,9,7.6,3.2,4.6,2025-06-05 09:00:00,2025-06-08 08:00:00,71.0,5.3
TASK_0726,Assignment,High,Completed,External,2,1.2,3.3,7.2,2025-06-01 10:00:00,2025-06-02 16:00:00,30.0,3.0
TASK_0727,Planning,Medium,Pending,Internal,9,1.7,4.1,5.4,2025-06-04 20:00:00,2025-06-08 14:00:00,90.0,4.8
TASK_0728,Group Project,High,Completed,None,1,7.7,2.1,5.6,2025-06-01 16:00:00,2025-06-05 16:00:00,96.0,2.7
TASK_0729,Report Writing,Low,Completed,None,10,4.5,0.4,3.4,2025-06-02 01:00:00,2025-06-06 13:00:00,108.0,4.5
TASK_0730,Report Writing,High,Completed,External,9,0.6,1.4,5.1,2025-06-05 23:00:00,2025-06-08 07:00:00,56.0,4.2
TASK_0731,Lecture Notes Review,Medium,Pending,None,4,2.4,4.9,5.2,2025-06-01 22:00:00,2025-06-04 05:00:00,55.0,3.6
TASK_0732,Report Writing,Medium,Completed,None,9,3.9,3.0,7.4,2025-06-03 07:00:00,2025-06-06 01:00:00,66.0,5.1
TASK_0733,Training,Low,In Progress,None,7,5.7,3.5,9.5,2025-06-03 03:00:00,2025-06-06 07:00:00,76.0,5.0
TASK_0734,Design,Medium,In Progress,None,6,6.0,0.0,4.0,2025-06-02 23:00:00,2025-06-05 07:00:00,56.0,3.6
TASK_0735,Lecture Notes Review,Low,In Progress,Internal,5,8.0,2.6,1.4,2025-06-01 19:00:00,2025-06-04 07:00:00,60.0,3.8
TASK_0736,Report Writing,Low,Completed,None,9,2.7,0.2,5.5,2025-06-05 12:00:00,2025-06-07 19:00:00,55.0,4.3
TASK_0737,Lecture Notes Review,Medium,Pending,None,2,4.5,2.8,5.9,2025-06-01 01:00:00,2025-06-05 15:00:00,110.0,2.8
TASK_0738,Research,Medium,Completed,None,2,4.5,4.6,2.5,2025-06-04 15:00:00,2025-06-06 13:00:00,46.0,3.0
TASK_0739,Review,Medium,In Progress,Internal,9,3.5,4.8,7.8,2025-06-02 06:00:00,2025-06-02 16:00:00,10.0,6.9
TASK_0740,Research,High,Completed,None,3,1.8,2.7,9.9,2025-06-02 02:00:00,2025-06-03 23:00:00,45.0,3.4
TASK_0741,Review,Medium,Completed,None,8,7.8,2.3,9.5,2025-06-01 01:00:00,2025-06-01 08:00:00,7.0,7.4
TASK_0742,Analysis,Medium,Pending,None,9,6.9,4.7,2.8,2025-06-04 05:00:00,2025-06-07 05:00:00,72.0,5.3
TASK_0743,Analysis,Low,Completed,None,8,4.2,3.4,8.9,2025-06-01 03:00:00,2025-06-01 11:00:00,8.0,6.9
TASK_0744,Bug Fixing,High,Pending,None,4,5.0,0.3,7.3,2025-06-05 16:00:00,2025-06-08 22:00:00,78.0,3.2
TASK_0745,Training,Medium,Pending,External,1,2.2,2.3,5.1,2025-06-01 12:00:00,2025-06-06 00:00:00,108.0,2.0
TASK_0746,Training,High,Pending,None,4,4.6,1.2,5.9,2025-06-05 03:00:00,2025-06-09 02:00:00,95.0,3.1
TASK_0747,Assignment,High,Pending,None,9,5.7,2.3,8.6,2025-06-02 10:00:00,2025-06-05 21:00:00,83.0,5.3
TASK_0748,Development,Medium,In Progress,Internal,2,4.4,2.3,5.3,2025-06-05 11:00:00,2025-06-07 07:00:00,44.0,2.9
TASK_0749,Bug Fixing,Low,Pending,None,3,7.9,2.9,4.4,2025-06-05 21:00:00,2025-06-09 22:00:00,97.0,3.4
TASK_0750,Documentation,High,Pending,None,10,5.1,1.8,5.4,2025-06-05 22:00:00,2025-06-06 05:00:00,7.0,7.2
TASK_0751,Assignment,High,Completed,None,8,3.3,0.8,6.2,2025-06-03 23:00:00,2025-06-04 04:00:00,5.0,7.1
TASK_0752,Deployment,Low,Completed,Internal,6,6.3,2.5,2.7,2025-06-03 17:00:00,2025-06-08 10:00:00,113.0,3.8
TASK_0753,Meeting,Low,Completed,None,8,1.8,4.2,9.1,2025-06-01 05:00:00,2025-06-04 03:00:00,70.0,4.9
TASK_0754,Development,High,Completed,Internal,7,3.4,3.3,7.1,2025-06-02 06:00:00,2025-06-07 03:00:00,117.0,4.4
TASK_0755,Customer Support,Low,Completed,External,5,3.1,1.7,6.7,2025-06-05 21:00:00,2025-06-06 21:00:00,24.0,4.0
TASK_0756,Exam Preparation,High,Pending,None,9,3.7,4.7,1.9,2025-06-01 09:00:00,2025-06-04 10:00:00,73.0,4.8
TASK_0757,Case Study,Medium,Pending,Internal,4,6.4,4.6,6.4,2025-06-05 11:00:00,2025-06-07 09:00:00,46.0,4.2
TASK_0758,Planning,Low,Completed,None,6,4.1,1.0,2.1,2025-06-01 20:00:00,2025-06-05 09:00:00,85.0,3.3
TASK_0759,Brainstorming,High,Pending,None,2,6.5,0.2,1.7,2025-06-05 09:00:00,2025-06-10 00:00:00,111.0,2.1
TASK_0760,Case Study,Medium,In Progress,Internal,2,4.8,3.7,5.7,2025-06-04 01:00:00,2025-06-07 01:00:00,72.0,3.1
TASK_0761,Group Project,Medium,Pending,External,2,3.1,4.1,4.6,2025-06-01 22:00:00,2025-06-02 10:00:00,12.0,4.0
TASK_0762,Customer Support,Low,Pending,External,10,6.6,4.8,6.3,2025-06-01 02:00:00,2025-06-04 17:00:00,87.0,5.9
TASK_0763,Design,Low,In Progress,None,7,2.3,4.4,1.8,2025-06-02 07:00:00,2025-06-03 14:00:00,31.0,4.3
TASK_0764,Design,Medium,In Progress,None,2,2.2,3.0,4.9,2025-06-01 19:00:00,2025-06-03 00:00:00,29.0,2.9
TASK_0765,Report Writing,Medium,In Progress,External,2,4.3,2.7,2.6,2025-06-04 01:00:00,2025-06-07 14:00:00,85.0,2.5
TASK_0766,Lecture Notes Review,Medium,In Progress,None,9,2.5,0.1,9.9,2025-06-02 04:00:00,2025-06-05 18:00:00,86.0,4.6
TASK_0767,Brainstorming,High,Pending,None,7,0.6,1.2,6.1,2025-06-05 08:00:00,2025-06-05 14:00:00,6.0,6.1
TASK_0768,Review,Medium,Pending,None,3,5.4,2.3,7.2,2025-06-03 03:00:00,2025-06-06 07:00:00,76.0,3.3
TASK_0769,Meeting,Low,Completed,None,3,4.3,3.1,3.9,2025-06-05 18:00:00,2025-06-10 01:00:00,103.0,2.9
TASK_0770,Research,Medium,In Progress,Internal,7,3.8,2.8,1.9,2025-06-02 21:00:00,2025-06-06 23:00:00,98.0,3.8
TASK_0771,Brainstorming,High,Pending,None,5,7.8,3.7,9.8,2025-06-02 09:00:00,2025-06-04 13:00:00,52.0,4.8
TASK_0772,Analysis,High,Completed,Internal,10,4.8,1.4,3.6,2025-06-05 04:00:00,2025-06-06 00:00:00,20.0,5.5
TASK_0773,Presentation,Medium,Pending,None,6,7.0,2.8,4.8,2025-06-04 11:00:00,2025-06-07 05:00:00,66.0,4.3
TASK_0774,Design,Low,In Progress,External,8,1.5,0.4,6.8,2025-06-03 12:00:00,2025-06-05 22:00:00,58.0,4.0
TASK_0775,Design,Medium,Pending,None,9,4.8,2.1,1.2,2025-06-03 23:00:00,2025-06-05 01:00:00,26.0,4.9
TASK_0776,Case Study,High,Completed,None,1,7.0,3.8,8.3,2025-06-03 22:00:00,2025-06-05 11:00:00,37.0,3.5
TASK_0777,Case Study,High,In Progress,None,3,4.9,3.5,5.8,2025-06-03 21:00:00,2025-06-08 09:00:00,108.0,3.3
TASK_0778,Planning,Medium,Pending,None,7,5.9,5.0,3.5,2025-06-01 10:00:00,2025-06-05 22:00:00,108.0,4.6
TASK_0779,Group Project,High,Completed,None,6,3.3,1.4,1.6,2025-06-05 11:00:00,2025-06-08 11:00:00,72.0,3.2
TASK_0780,Case Study,High,In Progress,Internal,7,1.2,2.5,2.5,2025-06-04 09:00:00,2025-06-05 03:00:00,18.0,4.3
TASK_0781,Training,Low,Pending,External,8,3.9,1.6,9.1,2025-06-05 18:00:00,2025-06-07 20:00:00,50.0,4.8
TASK_0782,Testing,Medium,Pending,None,6,3.5,2.2,7.2,2025-06-05 09:00:00,2025-06-05 15:00:00,6.0,6.4
TASK_0783,Analysis,Low,Pending,None,3,7.0,4.3,3.2,2025-06-04 20:00:00,2025-06-08 10:00:00,86.0,3.4
TASK_0784,Design,Low,Pending,None,2,2.3,3.4,1.6,2025-06-04 16:00:00,2025-06-05 23:00:00,31.0,2.6
TASK_0785,Case Study,High,In Progress,None,7,7.8,4.4,7.2,2025-06-03 14:00:00,2025-06-03 20:00:00,6.0,7.6
TASK_0786,Report Writing,Medium,Completed,External,1,7.7,1.0,6.2,2025-06-01 20:00:00,2025-06-06 05:00:00,105.0,2.6
TASK_0787,Design,Medium,In Progress,Internal,3,2.4,4.4,4.6,2025-06-05 13:00:00,2025-06-05 20:00:00,7.0,5.2
TASK_0788,Group Project,Low,Pending,None,4,3.1,0.3,4.3,2025-06-01 02:00:00,2025-06-04 21:00:00,91.0,2.6
TASK_0789,Bug Fixing,Medium,Pending,None,1,7.2,4.4,3.0,2025-06-04 09:00:00,2025-06-05 19:00:00,34.0,3.2
TASK_0790,Deployment,Low,Pending,None,5,7.7,1.6,7.0,2025-06-04 15:00:00,2025-06-06 15:00:00,48.0,4.2
TASK_0791,Analysis,Low,In Progress,External,10,3.8,1.6,9.7,2025-06-05 14:00:00,2025-06-08 04:00:00,62.0,5.4
TASK_0792,Training,Medium,Completed,None,3,2.9,2.6,2.6,2025-06-05 05:00:00,2025-06-07 05:00:00,48.0,2.7
